podcast_name_cleaned,segment_id,segment,trump_mention,biden_mention
pod save america,132,"['spend' 'months' 'months' 'court' 'gotta' 'wage' 'little' 'pr' 'wars'
 'tis' 'james' 'goran' 'mean' 'get' 'schedule' 'starts' 'april' '15th'
 'thats' 'jury' 'selection' 'thatll' 'take' 'two' 'weeks' 'case'
 'probably' 'last' 'estimates' 'range' 'like' 'late' 'may' 'june' 'appear'
 'court' 'pm' 'monday' 'tuesday' 'thursday' 'friday' 'gets' 'wednesday'
 'though' 'know' 'youre' 'traveling' 'far' 'get' 'back' 'thursday' 'right'
 'thats' 'lot' 'campaign' 'thats' 'first' 'trial' 'realize' 'hell' 'like'
 'use' 'raise' 'money' 'hell' 'little' 'press' 'conference' 'outside'
 'courtroom' 'dont' 'know' 'wear' 'well' 'primary' 'right' 'mean' 'right'
 'thats' 'big' 'rally' 'around' 'trump' 'effect' 'within' 'republican'
 'party' 'dont' 'know' 'assume' 'happen' 'least' 'swing' 'voters' 'also'
 'continue' 'think' 'kind' 'prospect' 'trump' 'trial' 'feel' 'different'
 'trump' 'actually' 'trial' 'theres' 'images' 'sounds' 'machinations' 'go'
 'along' 'like' 'peoples' 'ima' 'go' 'along' 'peoples' 'imaginations'
 'knowledge' 'like' 'criminal' 'justice' 'system' 'works' 'make' 'look'
 'bad' 'normal' 'people' 'tuning' 'campaign' 'trump' 'like' 'rest' 'us'
 'adjusting' 'post' 'pandemic' 'hybrid' 'work' 'schedule' 'thats' 'true'
 'oh' 'thats' 'rights' 'true' 'thats' 'three' 'days' 'couple' 'days'
 'thats' 'right' 'gonna' 'limit' 'wonder' 'thats' 'gonna' 'yeah' 'wonder'
 'hes' 'gonna' 'say' 'judge' 'like' 'remote' 'remote' 'court' 'give'
 'whirl' 'gonna' 'hard' 'case' 'prove' 'hard' 'case' 'prove' 'proving'
 'falsified' 'business' 'records' 'actually' 'easy' 'part' 'alvin' 'bragg'
 'though' 'thats' 'misdemeanor' 'new' 'york' 'unless' 'falsify' 'business'
 're' 'records' 'cover' 'another']",1,0
pod save america,133,"['crime' 'case' 'crime' 'reporting' 'hush' 'money' 'payment' 'federal'
 'election' 'commission' 'federal' 'crime' 'state' 'crime' 'judged'
 'crime' 'crime' 'doj' 'declined' 'charge' 'right' 'theres' 'lot' 'moving'
 'pieces' 'like' 'think' 'able' 'prove' 'falsified' 'business' 'records'
 'fairly' 'easily' 'sort' 'taking' 'next' 'leap' 'covering' 'crime'
 'clearly' 'theres' 'theres' 'complications' 'yeah' 'sure' 'im' 'sure'
 'openminded' 'manhattan' 'jury' 'approach' 'try' 'try' 'fair' 'possibly'
 'donald' 'trump' 'interesting' 'brad' 'get' 'nothing' 'get' 'nothing'
 'one' 'thing' 'thats' 'kind' 'cool' 'juries' 'coming' 'dc' 'manhattan'
 'like' 'thats' 'like' 'get' 'one' 'perk' 'well' 'know' 'meanwhile'
 'alien' 'canada' 'florida' 'like' 'spike' 'thing' 'know' 'fast' 'humanly'
 'possible' 'right' 'trump' 'also' 'said' 'end' 'sort' 'press' 'avail'
 'courtroom' 'today' 'hes' 'gonna' 'pay' 'cash' 'bond' 'thats' 'says'
 'hes' 'also' 'little' 'richer' 'paper' 'week' 'thanks' 'shitty' 'twitter'
 'knockoff' 'truth' 'social' 'company' 'lost' 'million' 'last' 'year'
 'started' 'trading' 'nasdaq' 'monday' 'stock' 'ticker' 'djt' 'trumps'
 'stake' 'currently' 'worth' 'billion' 'though' 'hes' 'allowed' 'sell'
 'shares' 'six' 'months' 'real' 'ponzi' 'scheme' 'many' 'shares' 'guys'
 'bought' 'reject' 'characterization' 'ponzi' 'scheme' 'ponzi' 'scheme'
 'pay' 'money' 'early' 'investors' 'funds' 'later' 'ones' 'dont' 'see'
 'happening' 'right' 'right' 'ponzi' 'scheme' 'involves' 'like' 'couple'
 'theres' 'couple' 'rungs' 'pyramid' 'okay' 'cant' 'tops' 'thats' 'thats'
 'stealing' 'people' 'thats' 'keep' 'thinking' 'scene' 'sopranos' 'two'
 'henchmen' 'like' 'beating' 'shit' 'outta' 'stockbrokers' 'saying'
 'pushing']",1,0
pod save america,134,"['istic' 'thats' 'picture' 'boiler' 'room' 'somewhere' 'like' 'pushing'
 'trump' 'stocks' 'today' 'trump' 'stocks' 'yeah' 'mean' 'like' 'way'
 'siphon' 'cash' 'trump' 'fans' 'right' 'think' 'anyone' 'wants' 'really'
 'buy' 'influence' 'like' 'hate' 'trump' 'hate' 'big' 'tech' 'hate'
 'elites' 'buy' 'shares' 'djt' 'meme' 'stock' 'cult' 'initiation' 'fee'
 'securitized' 'trump' 'stake' 'oligarch' 'mean' 'know' 'one' 'fun' 'like'
 'stock' 'price' 'basically' 'rising' 'falling' 'based' 'trumps'
 'popularity' 'betting' 'donald' 'trump' 'like' 'bunch' 'supporters'
 'yeah' 'sort' 'people' 'wanna' 'like' 'pump' 'dump' 'kind' 'thing' 'yeah'
 'right' 'yeah' 'sure' 'like' 'thats' 'thats' 'mean' 'people' 'people'
 'make' 'money' 'people' 'lose' 'money' 'question' 'like' 'trump' 'get'
 'money' 'collapses' 'collapses' 'like' 'start' 'selling' 'bits' 'get'
 'money' 'reality' 'company' 'making' 'money' 'well' 'yeah' 'way' 'comes'
 'face' 'face' 'stock' 'price' 'said' 'six' 'month' 'lockup' 'sell'
 'shares' 'board' 'vote' 'change' 'board' 'made' 'son' 'jr' 'nunez'
 'linda' 'mcmahon' 'linda' 'mcmahon' 'like' 'yeah' 'goons' 'board' 'know'
 'right' 'tru' 'truth' 'social' 'trading' 'multiple' 'revenues'
 'absolutely' 'true' 'revenue' 'million' 'last' 'year' 'yeah' 'berkshire'
 'hathaway' 'billion' 'active' 'users' 'truth' 'social' 'selling' 'scammy'
 'ads' 'people' 'like' 'toenail' 'fungus' 'id' 'like' 'window' 'little'
 'trip' 'memory' 'lane' 'initial' 'pitch' 'truth' 'media' 'technology'
 'group' 'company' 'thats' 'merging' 'company' 'spac' 'form' 'djt' 'true'
 'social' 'netflix' 'like' 'streaming' 'service' 'trump' 'streaming'
 'service' 'longer' 'term' 'play' 'create']",1,0
pod save america,135,"['competitors' 'google' 'amazon' 'stripe' 'guess' 'ecommerce' 'search'
 'payments' 'close' 'almost' 'youre' 'hoping' 'make' 'return' 'hold'
 'breath' 'businesses' 'come' 'fruition' 'guys' 'see' 'also' 'learned'
 'biggest' 'institutional' 'shareholder' 'shell' 'company' 'merged'
 'truth' 'socials' 'parent' 'company' 'jeff' 'ya' 'might' 'heard' 'name'
 'recently' 'hes' 'also' 'major' 'investor' 'tiktok' 'owns' 'bunch'
 'dance' 'parent' 'company' 'tiktok' 'also' 'happens' 'major' 'donor'
 'club' 'growth' 'club' 'growth' 'paying' 'kellyann' 'conway' 'lobby'
 'tiktok' 'ban' 'lo' 'behold' 'donald' 'trump' 'flip' 'flopped' 'tiktok'
 'ban' 'coincidence' 'coincidence' 'nothing' 'nothing' 'connected'
 'ability' 'sort' 'dance' 'raindrops' 'years' 'years' 'years' 'man'
 'doesnt' 'get' 'wet' 'maybe' 'itll' 'finally' 'get' 'wet' 'yeah'
 'raindrops' 'yeah' 'lets' 'lets' 'get' 'guy' 'wet' 'fuck' 'fuck' 'like'
 'lets' 'get' 'let' 'guy' 'wet' 'guy' 'let' 'wanna' 'yell' 'dont' 'dont'
 'know' 'mean' 'sure' 'im' 'talking' 'okay' 'yeah' 'yeah' 'sure' 'true'
 'social' 'hes' 'got' 'hes' 'got' 'billion' 'valuation' 'yeah' 'well'
 'hes' 'got' 'bunch' 'idiots' 'like' 'sure' 'mean' 'said' 'like' 'buy'
 'buy' 'influence' 'dont' 'even' 'know' 'theyre' 'buying' 'influence'
 'theyre' 'like' 'donald' 'trumps' 'fucking' 'jesus' 'christ' 'think'
 'think' 'mostly' 'trump' 'fans' 'like' 'wanna' 'share' 'dj' 'stick'
 'elites' 'dont' 'like' 'wanna' 'siphon' 'money' 'trump' 'efficient' 'way'
 'buy' 'ton' 'shares' 'little' 'company' 'mean' 'wild' 'previously'
 'saudi' 'delegation' 'stayed' 'trump' 'hotel' 'month' 'longer' 'needed'
 'let' 'room' 'sit' 'vacant' 'deal' 'jared']",1,0
pod save america,136,"['yeah' 'new' 'efficient' 'way' 'potentially' 'unreal' 'one' 'fun' 'trump'
 'thing' 'guys' 'see' 'congratulated' 'truth' 'social' 'multibillion'
 'dollar' 'company' 'winning' 'two' 'trophies' 'golf' 'club' 'said'
 'great' 'honor' 'golf' 'club' 'receive' 'club' 'championship' 'trophy'
 'senior' 'club' 'championship' 'trophy' 'won' 'believe' 'trump' 'scratch'
 'golfer' 'ive' 'got' 'stock' 'nasdaq' 'sell' 'guys' 'surprised' 'take'
 'credit' 'winning' 'senior' 'open' 'doesnt' 'thought' 'beneath' 'yeah'
 'old' 'think' 'yeah' 'im' 'also' 'sort' 'like' 'youre' 'golf' 'club'
 'get' 'tournament' 'customers' 'youre' 'like' 'im' 'gonna' 'wipe' 'floor'
 'people' 'win' 'congratulate' 'winning' 'golf' 'club' 'like' 'maybe'
 'yeah' 'listen' 'guys' 'making' 'realize' 'kim' 'jongil' 'shot' 'par'
 'including' 'holes' 'one' 'first' 'time' 'ever' 'played' 'setting'
 'aside' 'think' 'trump' 'won' 'something' 'like' 'club' 'championships'
 'clubs' 'owns' 'yeah' 'cases' 'didnt' 'actually' 'play' 'tournament'
 'like' 'one' 'guy' 'one' 'time' 'ran' 'dude' 'won' 'tournament'
 'challenged' 'like' 'nine' 'hole' 'match' 'beat' 'declared' 'co'
 'champion' 'like' 'like' 'like' 'like' 'side' 'send' 'best' 'champion'
 'fight' 'middle' 'instead' 'big' 'battle' 'mean' 'hes' 'facing'
 'multiple' 'criminal' 'charges' 'cheating' 'election' 'cant' 'imagine'
 'theres' 'theres' 'old' 'joke' 'joke' 'cheating' 'golf' 'theres' 'old'
 'joke' 'golfer' 'know' 'youre' 'youre' 'golfing' 'somebody' 'lose' 'ball'
 'woods' 'theyre' 'looking' 'theyre' 'looking' 'cant' 'find' 'go' 'hit'
 'golf' 'ball' 'sudden' 'hear' 'woods' 'found' 'found' 'hits' 'ball'
 'gets' 'right' 'next' 'question' 'face' 'call']",1,0
pod save america,137,"['man' 'cheater' 'keep' 'ball' 'pocket' 'rick' 're' 'rick' 're' 'sports'
 'illustrated' 'classic' 'wrote' 'whole' 'book' 'trump' 'cheating' 'golf'
 'funny' 'thing' 'polarizing' 'think' 'fans' 'find' 'hilarious' 'like'
 'know' 'hes' 'lying' 'nonsense' 'right' 'find' 'hilarious' 'haters'
 'despise' 'mostly' 'always' 'found' 'confusing' 'people' 'like' 'like'
 'cheating' 'sports' 'annoying' 'constantly' 'whining' 'victim' 'annoying'
 'wear' 'worse' 'time' 'yeah' 'think' 'good' 'po' 'dont' 'know' 'mean'
 'joe' 'biden' 'boy' 'joe' 'biden' 'really' 'funny' 'tweet' 'tweet'
 'thats' 'funny' 'great' 'tweet' 'funny' 'tweet' 'quote' 'tweeted' 'truth'
 'tweet' 'said' 'congratulations' 'donald' 'quite' 'accomplishment'
 'thats' 'tone' 'thats' 'tone' 'thats' 'humor' 'lovett' 'great' 'yeah'
 'know' 'tommy' 'know' 'mean' 'like' 'feel' 'like' 'wait' 'werent'
 'taught' 'growing' 'like' 'thats' 'strength' 'thats' 'weakness' 'right'
 'right' 'like' 'thats' 'whiny' 'embarrassing' 'way' 'behave' 'like'
 'much' 'braggart' 'like' 'cool' 'real' 'kind' 'person' 'right' 'really'
 'faith' 'behave' 'remember' 'gonna' 'gonna' 'award' 'congressional'
 'medal' 'freedom' 'president' 'yeah' 'instead' 'gave' 'rush' 'limbaugh'
 'yeah' 'right' 'rip' 'alright' 'moving' 'house' 'representatives'
 'taking' 'wellearned' 'two' 'week' 'recess' 'republicans' 'may' 'want'
 'come' 'back' 'axio' 'says' 'theyre' 'leaving' 'quote' 'base' 'enraged'
 'majority' 'tatters' 'speaker' 'facing' 'prospect' 'humiliating' 'ouster'
 'hands' 'maga' 'allies' 'hate' 'see' 'mostly' 'mike' 'johnson' 'worked'
 'democrats' 'avoid' 'government' 'shutdown' 'passing' 'bill' 'spending'
 'levels' 'caused' 'kevin' 'mccarthy' 'job' 'months' 'ago' 'made' 'deal'
 'joe' 'biden' 'budget']",1,1
pod save america,138,"['turns' 'deal' 'got' 'weekend' 'led' 'marjorie' 'taylor' 'greene'
 'introduce' 'motion' 'vacate' 'though' 'doesnt' 'appear' 'going'
 'anywhere' 'yet' 'representative' 'mike' 'gallagher' 'announced' 'hell'
 'vacating' 'seat' 'next' 'month' 'leave' 'republicans' 'one' 'seat'
 'majority' 'also' 'james' 'comer' 'said' 'wont' 'impeaching' 'joe'
 'biden' 'kooks' 'arent' 'happy' 'heres' 'stop' 'steal' 'enthusiast'
 'andy' 'biggs' 'answering' 'questions' 'newsmax' 'lets' 'mean' 'wanna'
 'talk' 'performance' 'speaker' 'johnson' 'im' 'dismayed' 'disappointed'
 'anybody' 'house' 'congressman' 'think' 'things' 'good' 'republican'
 'party' 'think' 'get' 'along' 'better' 'people' 'think' 'think' 'look'
 'try' 'understand' 'im' 'asking' 'right' 'kevin' 'mccarthy' 'abandoned'
 'ken' 'buck' 'abandoned' 'mike' 'gallagher' 'announced' 'friday' 'hes'
 'gonna' 'resign' 'april' '13th' 'got' 'one' 'vote' 'majority' 'whats'
 'going' 'house' 'well' 'dont' 'know' 'kevin' 'left' 'im' 'sure' 'know'
 'ken' 'mike' 'mike' 'left' 'mikes' 'leaving' 'ken' 'left' 'well' 'put'
 'way' 'mike' 'johnson' 'welcome' 'resistance' 'tough' 'read' 'sort'
 'walking' 'ma' 'johnson' 'facing' 'referenced' 'mccarthy' 'replaced'
 'word' 'johnson' 'mccarthy' 'ive' 'thought' 'exact' 'exact' 'situation'
 'exact' 'politics' 'bills' 'still' 'ukraine' 'funding' 'exact' 'weve'
 'place' 'months' 'years' 'one' 'happy' 'republicans' 'controlling'
 'house' 'even' 'house' 'republicans' 'like' 'cant' 'keep' 'speaker'
 'cant' 'agree' 'anything' 'caucus' 'let' 'alone' 'house' 'like' 'like'
 'people' 'another' 'two' 'years' 'keep' 'replacing' 'speaker' 'speaker'
 'extreme' 'versions' 'still' 'arent' 'extreme' 'enough' 'like' 'lunatic'
 'fringe' 'party' 'investigations' 'based' 'nothing' 'dont' 'go']",0,1
pod save america,142,"['obligation' 'find' 'ukraine' 'national' 'security' 'interest' 'fund'
 'ukraine' 'couple' 'days' 'republicans' 'looking' 'like' 'fucking'
 'clowns' 'worthwhile' 'getting' 'done' 'actually' 'funding' 'guys'
 'serious' 'person' 'somebody' 'get' 'ukraine' 'funding' 'say' 'fucking'
 'fuck' 'em' 'like' 'lets' 'get' 'ukraine' 'funding' 'motion' 'vacate'
 'think' 'lets' 'trick' 'bastard' 'sure' 'theres' 'lot' 'serious' 'people'
 'congress' 'mostly' 'party' 'care' 'deeply' 'issue' 'open' 'question'
 'though' 'johnson' 'saved' 'bunch' 'democratic' 'votes' 'trump' 'react'
 'might' 'meltdown' 'like' 'ah' 'little' 'mikey' 'hes' 'weak' 'cant'
 'democrats' 'well' 'see' 'going' 'badly' 'couple' 'different' 'ways'
 'yeah' 'itll' 'trump' 'different' 'ways' 'sort' 'breaking'
 'relationships' 'theres' 'like' 'im' 'gonna' 'im' 'gonna' 'blast' 'truth'
 'social' 'right' 'im' 'gonna' 'bury' 'golf' 'course' 'im' 'gonna' 'bury'
 'golf' 'course' 'one' 'ones' 'gonna' 'like' 'hes' 'gonna' 'forget' 'ever'
 'knew' 'mike' 'johnson' 'kind' 'thing' 'guy' 'never' 'met' 'like' 'quick'
 'five' 'month' 'thing' 'dennis' 'men' 'stage' 'speech' 'sort' 'weird'
 'covenant' 'eyes' 'thing' 'weird' 'thats' 'youll' 'hearing' 'trump' 'say'
 'like' 'pod' 'save' 'america' 'brought' 'rocket' 'money' 'rocket' 'money'
 'personal' 'finance' 'app' 'finds' 'cancels' 'unwanted' 'subscriptions'
 'monitors' 'spending' 'helps' 'lower' 'bills' 'grow' 'savings' 'rocket'
 'money' 'even' 'try' 'negotiate' 'lower' 'bills' 'submit' 'picture'
 'bill' 'rocket' 'money' 'takes' 'care' 'rest' 'theyll' 'deal' 'customer'
 'service' 'rocket' 'money' 'million' 'users' 'saved' 'total' 'million'
 'canceled' 'subscriptions' 'saving' 'members' 'year' 'using' 'apps']",1,0
pod save america,144,"['crooked' 'dot' 'com' 'slash' 'events' 'grab' 'today' 'big'
 'developments' 'israels' 'war' 'gaza' 'monday' 'un' 'security' 'council'
 'able' 'pass' 'resolution' 'calling' 'ceasefire' 'us' 'abstained' 'first'
 'time' 'allegedly' 'pissed' 'bibi' 'netanyahu' 'canceled' 'planned'
 'visit' 'senior' 'advisors' 'white' 'house' 'though' 'biden'
 'administration' 'said' 'abstention' 'isnt' 'change' 'policy'
 'reportedly' 'told' 'israel' 'advance' 'dont' 'see' 'resolution'
 'binding' 'tommy' 'make' 'movement' 'washington' 'effort' 'condition'
 'us' 'military' 'aid' 'israel' 'even' 'diplomatic' 'efforts' 'us'
 'israel' 'engaged' 'hamas' 'resolution' 'basically' 'reflects'
 'longstanding' 'biden' 'policy' 'theyve' 'working' 'towards' 'gets'
 'ceasefire' 'release' 'hostages' 'calls' 'abstained' 'rather' 'vote'
 'resolution' 'issues' 'wording' 'also' 'didnt' 'condemn' 'hamas'
 'october' '7th' 'attack' 'mean' 'think' 'others' 'interesting'
 'administration' 'says' 'legally' 'binding' 'think' 'others' 'argue'
 'practice' 'theres' 'enforcement' 'mechanism' 'without' 'another' 'vote'
 'security' 'council' 'like' 'sanction' 'israel' 'example' 'us' 'veto'
 'said' 'pretty' 'big' 'break' 'norm' 'us' 'vetoed' 'lot' 'un'
 'resolutions' 'years' 'criticize' 'israel' 'including' 'several'
 'similar' 'resolutions' 'gaza' 'called' 'ceasefire' 'without' 'demanding'
 'release' 'hostages' 'condemning' 'hamas' 'broadly' 'though' 'like'
 'another' 'step' 'seems' 'like' 'pretty' 'big' 'divide' 'us' 'israel'
 'think' 'netanyahu' 'seems' 'want' 'fight' 'think' 'hes' 'probably'
 'setting' 'effort' 'start' 'running' 'biden' 'well' 'see' 'question'
 'suspending' 'aid' 'happening' 'different' 'track' 'february' 'biden'
 'team' 'put' 'memorandum' 'saying' 'country' 'gets' 'us' 'weapons' 'use'
 'accordance' 'us' 'international' 'law' 'countries' 'receive' 'weapons'
 'think']",0,1
pod save america,145,"['theres' 'six' 'including' 'israel' 'submitted' 'assurances' 'written'
 'form' 'last' 'week' 'theyre' 'reviewed' 'hear' 'point' 'review' 'says'
 'result' 'biden' 'administration' 'deciding' 'withhold' 'additional'
 'arbs' 'transfers' 'democrats' 'us' 'senate' 'saying' 'assurances'
 'bogus' 'give' 'weapons' 'including' 'like' 'durbin' 'ben' 'holland'
 'like' 'centrist' 'dems' 'human' 'rights' 'groups' 'saying' 'assurances'
 'true' 'theyre' 'violating' 'international' 'law' 'israeli' 'military'
 'gaza' 'shall' 'see' 'determination' 'biden' 'administration' 'make'
 'congress' 'doesnt' 'necessarily' 'role' 'yeah' 'think' 'theres'
 'determination' 'thatll' 'made' 'state' 'department' 'defense'
 'department' 'something' 'like' 'days' 'receiving' 'assurances' 'think'
 'biden' 'makes' 'call' 'noticed' 'bernie' 'sanders' 'released'
 'statement' 'billion' 'military' 'aid' 'israel' 'part' 'spending'
 'agreement' 'though' 'imagine' 'thats' 'authorized' 'congress'
 'appropriated' 'congress' 'administration' 'decides' 'make'
 'determination' 'probably' 'send' 'yeah' 'mean' 'think' 'probably' 'find'
 'ways' 'slow' 'cut' 'future' 'weapons' 'transfers' 'yeah' 'mean' 'big'
 'spending' 'bill' 'included' 'billion' 'military' 'support' 'israel'
 'banned' 'funding' 'un' 'relief' 'works' 'agency' 'un' 'r' 'biggest'
 'employer' 'gaza' 'employ' 'people' 'gaza' 'provide' 'relief' 'pretty'
 'big' 'steps' 'taken' 'bill' 'finally' 'fun' 'times' 'nbc' 'news' 'right'
 'networks' 'executives' 'decided' 'hire' 'former' 'rnc' 'chair'
 'election' 'denier' 'ronna' 'mcdaniel' 'contributor' 'reported' 'year'
 'journalists' 'work' 'nbc' 'revolted' 'including' 'onair' 'rebuke'
 'networks' 'chief' 'political' 'analyst' 'chuck' 'todd' 'chucks' 'meet'
 'press' 'successor' 'kristen' 'welker' 'interviewed' 'mcdaniel' 'though'
 'welker' 'didnt' 'know' 'booked' 'nbc' 'already' 'hired' 'thats'
 'awkward']",0,1
pod save america,146,"['heres' 'clip' 'interview' 'chuck' 'said' 'welker' 'afterwards'
 'disagree' 'trump' 'saying' 'hes' 'going' 'free' 'whove' 'charged'
 'convicted' 'think' 'people' 'committed' 'violent' 'acts' 'january' '6th'
 'freed' 'disagree' 'hes' 'saying' 'months' 'ronna' 'speak' 'earlier'
 'speak' 'youre' 'rnc' 'chair' 'kind' 'take' 'one' 'whole' 'team' 'right'
 'get' 'little' 'bit' 'right' 'believe' 'look' 'let' 'deal' 'elephant'
 'room' 'yeah' 'think' 'bosses' 'owe' 'apology' 'putting' 'situation'
 'dont' 'know' 'believe' 'shes' 'paid' 'contributor' 'nbc' 'news' 'idea'
 'whether' 'answers' 'gave' 'didnt' 'want' 'mess' 'contract' 'wants' 'us'
 'believe' 'speaking' 'rnc' 'rnc' 'paying' 'look' 'theres' 'reason'
 'theres' 'lot' 'journalists' 'nbc' 'newss' 'uncomfortable' 'many'
 'professional' 'dealings' 'rnc' 'last' 'six' 'years' 'met' 'gaslighting'
 'nbc' 'made' 'decision' 'give' 'nbc' 'newss' 'credibility' 'gotta' 'ask'
 'bring' 'nbc' 'news' 'make' 'deals' 'like' 'ive' 'company' 'long' 'time'
 'youre' 'access' 'good' 'chuck' 'way' 'go' 'chuck' 'krista' 'wilker'
 'great' 'job' 'yes' 'interview' 'know' 'minute' 'grilling' 'know'
 'watched' 'prep' 'cause' 'hadnt' 'actually' 'seen' 'whole' 'thing'
 'sunday' 'like' 'wow' 'really' 'great' 'job' 'really' 'good' 'job' 'guys'
 'think' 'uproar' 'think' 'compelled' 'nbc' 'hire' 'first' 'place' 'think'
 'one' 'point' 'interview' 'weer' 'says' 'biden' 'won' 'fair' 'square'
 'right' 'shes' 'finally' 'saying' 'biden' 'won' 'fair' 'square' 'along'
 'saying' 'rnc' 'chair' 'well' 'weer' 'played' 'clip' 'talking' 'chris'
 'wallace' 'last' 'year' 'said' 'quote' 'dont' 'think' 'biden' 'won'
 'fair' 'dont']",1,1
pod save america,147,"['im' 'going' 'say' 'yeah' 'interesting' 'much' 'sort' 'shifted' 'last'
 'six' 'eight' 'years' 'actually' 'think' 'reflects' 'something' 'good'
 'think' 'lot' 'journalists' 'especially' 'like' 'big' 'mainstream'
 'outlets' 'sort' 'kind' 'much' 'comfortable' 'role' 'kind' 'referee'
 'sort' 'viewing' 'match' 'two' 'sides' 'sort' 'middle' 'think' 'kind'
 'learned' 'role' 'changes' 'losing' 'team' 'tries' 'burn' 'stadium'
 'ground' 'also' 'think' 'helped' 'fact' 'vic' 'like' 'kind' 'dealt'
 'personal' 'attacks' 'years' 'oh' 'yeah' 'seen' 'dark' 'side' 'seen'
 'antidemocratic' 'authoritarian' 'viciousness' 'come' 'personally'
 'affect' 'personally' 'affect' 'colleagues' 'affect' 'way' 'cover' 'news'
 'seems' 'though' 'attitude' 'understanding' 'yes' 'lot' 'times' 'two'
 'sides' 'times' 'journalists' 'side' 'democracy' 'versus' 'people'
 'outside' 'think' 'internalized' 'people' 'covering' 'news' 'much'
 'people' 'maybe' 'away' 'yeah' 'found' 'baffling' 'decision' 'mean' 'got'
 'tossed' 'trump' 'world' 'seem' 'well' 'dialed' 'like' 'normie'
 'republican' 'world' 'im' 'sure' 'nikki' 'haley' 'team' 'probably' 'like'
 'rona' 'much' 'dont' 'know' 'shes' 'dialed' 'hill' 'per' 'chucks' 'point'
 'pay' 'contributors' 'get' 'access' 'im' 'sure' 'access' 'gets' 'theres'
 'obviously' 'also' 'far' 'serious' 'credibility' 'problem' 'think'
 'people' 'like' 'chuck' 'wasnt' 'lying' 'brutally' 'attacking' 'yeah'
 'like' 'week' 'week' 'week' 'personal' 'terms' 'guess' 'reason' 'pay'
 'contributor' 'keep' 'consistent' 'pro' 'trump' 'voice' 'election' 'keep'
 'going' 'competitors' 'like' 'whos' 'spun' 'watch' 'runner' 'exclusive'
 'least' 'one' 'illustrate' 'larger' 'problem' 'oh' 'need' 'protrump'
 'voice' 'protrump' 'voices' 'tell' 'election']",1,0
pod save america,148,"['stolen' 'yeah' 'draw' 'line' 'somewhere' 'like' 'look' 'nbc' 'wants'
 'waste' 'waste' 'money' 'someone' 'whos' 'even' 'skilled' 'propagandist'
 'like' 'right' 'make' 'dumb' 'business' 'decision' 'think' 'like'
 'political' 'diversity' 'network' 'news' 'important' 'ha' 'people' 'hash'
 'argue' 'stuff' 'like' 'draw' 'line' 'somewhere' 'line' 'burning'
 'stadium' 'right' 'like' 'said' 'line' 'like' 'youve' 'telling' 'lies'
 'attempted' 'coup' 'gonna' 'draw' 'line' 'thats' 'even' 'represents'
 'views' 'millions' 'americans' 'doesnt' 'necessarily' 'mean' 'fucking'
 'network' 'news' 'fact' 'check' 'person' 'every' 'time' 'theyre' 'well'
 'like' 'hard' 'thing' 'yeah' 'also' 'sound' 'like' 'kind' 'coverage'
 'ronna' 'romney' 'mcdaniel' 'got' 'sorted' 'romney' 'kind'
 'interpersonally' 'yeah' 'right' 'like' 'shes' 'oh' 'shes' 'tradition'
 'shes' 'one' 'normal' 'republicans' 'still' 'allowed' 'sure' 'kind'
 'defend' 'trump' 'shes' 'air' 'shell' 'much' 'reasonable' 'person'
 'people' 'dont' 'theres' 'theres' 'golf' 'day' 'theres' 'mulligan'
 'calling' 'overthrow' 'government' 'four' 'years' 'yeah' 'sure' 'take'
 'back' 'yeah' 'point' 'nbc' 'reportedly' 'got' 'close' 'negotiating'
 'host' 'debate' 'rnc' 'thats' 'greased' 'deal' 'insulting' 'audience'
 'putting' 'known' 'liar' 'tv' 'time' 'paying' 'person' 'also' 'think'
 'like' 'everyone' 'hates' 'washington' 'chummy' 'nonsense' 'everyone'
 'knows' 'theres' 'everyones' 'kayfabe' 'bit' 'know' 'shes' 'liar' 'shes'
 'mopping' 'afterwards' 'thats' 'somehow' 'okay' 'like' 'know' 'alyssa'
 'farer' 'griffin' 'trump' 'world' 'trump' 'white' 'house' 'till' 'end'
 'left' 'became' 'contributor' 'know' 'think' 'probably' 'criticized'
 'right' 'like' 'also' 'sort' 'mea']",1,0
